DateCreated,startDate,endDate,AlerteID,Partner,OCHA_village_v3,Prefecture,SousPrefecture,Commune,Latitude,Longitude,year,NFI_WASH,Code_Prefecture,TOTAL_individus_beneficiaires_NFI,TOTAL_individus_beneficiaires_WASH
03.12.2019,31.10.2019,31.10.2019,SOL_NZI_20191030,SI,Zinga,Lobaye,Mongoumba,Mongoumba,3.7138,18.581499,2019,NFI-WASH-Autre,,6634,6634
26.01.2015,21.04.2014,09.05.2014,ACF_2014_03,ACF,Berberati,Mambere-Kadei,Berberati,Basse-Batouri,4.260181,15.790486,2014,WASH,,6638,6638
31.10.2017,03.10.2017,07.10.2017,ACF_NGA_20170831,ACF,Ngaounday,Ouham Pende,Ngaoundaye,Lim,7.478507,15.60402,2017,WASH,,0,7100
31.10.2017,19.10.2017,20.10.2017,ACF_BOU_20170907,ACF,Bouca,Ouham,Bouca,Bouca Bobo,6.502576,18.279259,2017,NFI-WASH,,837,7305
26.01.2015,05.06.2014,04.07.2014,ACF_2014_23,ACF,Bangui,Bangui,Bangui,Bangui,4.393994,18.532906,2014,WASH,,7933,7933
12.05.2015,19.05.2015,26.06.2015,ACF_KOU_20150325,ACF,Kouki,Ouham,Nana-Bakassa,Nana-Bakassa,7.166343,17.309082,2015,NFI-WASH,,8339,8356
28.11.2018,10.11.2018,10.11.2018,ACT_MAR_20180915,ACTED,Sabegoude-Oumar,Ouaka,Kouango,Cochio-Toulou,4.6611,20.603001,2018,NFI-WASH,,3387,8680
17.08.2018,15.07.2018,26.07.2018,ACF_KOR_20180508,ACF,Korozian,Ouham Pende,Paoua,Nana-Barya,7.267455,16.719336,2018,NFI-WASH,,8922,8922
03.06.2018,23.03.2018,28.05.2018,ACT_YAM_20180108,ACTED,Batobadja,Basse-Kotto,Alindao,Yambele-Ewou,5.412919,21.14895,2018,WASH,,0,9519
04.07.2018,15.06.2018,26.06.2018,ACF_MAI_20180402,ACF,Maitikoulou,Ouham,Markounda,Nana Markounda,7.925992,17.625642,2018,NFI-WASH,,9565,9565
01.10.2018,23.08.2018,23.08.2018,SOL_MBR_20180628,SI,Mbres,Nana-Gribizi,Mbres,Mbres,6.665687,19.776846,2018,NFI-WASH,,4644,9645
28.10.2015,20.10.2015,13.11.2015,PU_GAM_20151010,PU-AMI,Gamboula,Mambere-Kadei,Gamboula,Basse-Boumne,4.121131,15.137363,2015,NFI-WASH,,6057,9770
14.09.2018,22.07.2018,22.07.2018,SOL_MAL_20180718,SI,Mala,Kemo,Mala,Mala,6.11374,19.506922,2018,WASH,,,10605
08.08.2018,22.07.2018,04.08.2018,SOL_MBR_20180628,SI,Kangou,Ouaka,Mbres,Mbres,6.669258,19.635924,2018,WASH,,,10605
10.10.2016,16.08.2016,07.09.2016,ACF_Ndj_20160805,ACF,Ndjoukou,Kemo,Ndjoukou, ,5.133814,19.350051,2016,WASH,,,13128
20.12.2019,15.11.2019,15.11.2019,ACF_NDO_20190909,ACF,Doko,Ouham Pende,Ngaoundaye,Kodi,7.135428,15.521908,2019,NFI-WASH,,13523,13523
08.10.2018,07.07.2018,07.07.2018,SOL_OUO_20180613,SI,Ouogo,Ouham,Batangafo,Bakassa,7.52425,17.767385,2018,NFI-WASH,,22052,13653
10.10.2019,06.09.2019,06.09.2019,ACT_BIR_20190904,ACTED,Birao,Vakaga,Birao,Ridina,10.287236,22.786673,2019,NFI-WASH-Autre,,14107,14107
07.12.2016,18.10.2016,17.11.2016,SI_KAG_20161012,SI,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.992369,19.185733,2016,WASH,,,18900
28.11.2018,05.09.2018,05.09.2018,ACT_MBO_20180816,ACTED,Mboki,Haut-Mbomou,Obo,Mboki,5.3096,25.9382,2018,WASH,,,23708
18.02.2020,25.01.2020,25.01.2020,ACT_BAM_20200123,ACTED,Bambari,Ouaka,Bambari,Bambari,5.7648,20.6542,2020,NFI,,1070,0
10.01.2020,19.11.2019,19.11.2019,SOL_AKO_20190806,SI,Akoursoubak,Bamingui-Bangoran,Ndele,Dar El Kouti,8.96805,20.74658,2019,NFI,,21514,0
07.01.2020,06.11.2019,06.11.2019,ACF_LAK_20190927,ACF,Kounde,Nana-Mambere,Baboua,Kounde,6.1074,14.634,2019,NFI,,1026,0
20.12.2019,12.12.2019,12.12.2019,ACT_YAL_20191209,ACTED,Yalinga,Haute-Kotto,Yalinga,Yalinga,6.509434,23.254229,2019,NFI,,498,0
20.12.2019,04.11.2019,04.11.2019,ACF_NGA_20190903,ACF,Ngaounday,Ouham Pende,Ngaoundaye,Lim,7.4785,15.604,2019,NFI,,4030,0
17.12.2019,17.10.2019,17.10.2019,ACT_DIM_20190725,ACTED,Dimbi,Basse-Kotto,Kembe,Kembe,4.623641,21.725927,2019,NFI,,21100,0
10.11.2019,16.10.2019,16.10.2019,ACT_BEM_20190704,ACTED,Bema,Mbomou,Ouango,Ngbandinga,4.142,22.4422,2019,NFI,,12386,0
01.10.2019,30.09.2019,30.09.2019,SOL_BOT_20190918,SI,Botto,Nana-Gribizi,Kaga-Bandoro,Botto,6.9752,19.1007,2019,NFI,,1856,0
03.09.2019,31.08.2019,31.08.2019,ACT_ALI_20190717,ACTED,Alindao,Basse-Kotto,Alindao,Alindao,5.040924,21.212063,2019,NFI,,1841,0
03.09.2019,17.08.2019,17.08.2019,SOL_GOF_20190725,SI,Goffo,Ouham,Batangafo,Ouassi,7.362967,18.357109,2019,NFI,,10958,0
29.08.2019,19.08.2019,19.08.2019,ACF_BOM_20190729,ACF,Gbambia,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,4.789487,14.982713,2019,NFI,,1604,0
01.08.2019,14.06.2019,14.06.2019,ACF_KEL_20190322,ACF,Kella Doukou,Nana-Mambere,Bouar,Herman-Brousse,6.137952,15.53115,2019,Autre,,,0
31.07.2019,24.06.2019,24.06.2019,ACF_LOK_20190423,ACF,Lokoti-Bangui,Nana-Mambere,Baboua,Fo,5.7889,15.0149,2019,NFI,,2624,0
26.07.2019,12.07.2019,12.07.2019,SOL_BOL_20190521,SI,Dakoyo,Ouham,Batangafo,Bede,7.475985,18.143753,2019,NFI,,4021,0
16.07.2019,13.07.2019,13.07.2019,ACT_KAN_20190627,ACTED,Kandja,Basse-Kotto,Mobaye,Mbeima,4.4372,21.2591,2019,NFI,,3570,0
28.06.2019,06.06.2019,06.06.2019,ACT_POM_20190313,ACTED,Pombolo,Mbomou,Gambo,Gambo,4.3799,22.2994,2019,NFI,,10935,0
25.06.2019,03.06.2019,03.06.2019,ACT_PEN_20190424,ACTED,Bolo 1,Ouaka,Kouango,Azengue-Mindou,5.165883,20.23488,2019,NFI,,1373,0
13.06.2019,01.06.2019,01.06.2019,ACF_BOH_20190522,ACF,Bohong,Ouham Pende,Bocaranga,Bocaranga,6.49474,15.650623,2019,NFI,,11473,0
27.05.2019,20.04.2019,20.04.2019,ACT_ZEM_20190308,ACTED,Zemio,Haut-Mbomou,Zemio,Zemio,5.0243,25.1294,2019,NFI,,2164,0
23.05.2019,24.04.2019,24.04.2019,ACF_ZAO_20190315,ACF,Demba Bateke,Mambere-Kadei,Gadzi,Topia,5.0429,16.220699,2019,NFI,,5364,0
22.05.2019,24.04.2019,24.04.2019,ACF_BOG_20190207,ACF,Kota-Makounzi,Nana-Mambere,Baoro,Yoro-Samba Bougoulou,5.3201,15.9884,2019,NFI,,4045,0
07.05.2019,07.04.2019,07.04.2019,SOL_KPO_20190304,SI,Kpokpo 1,Nana-Gribizi,Kaga-Bandoro,Botto,7.033634,19.138823,2019,NFI,,2930,0
06.05.2019,16.04.2019,16.04.2019,ACT_POU_20190221,ACTED,Mbo-Pouloubou,Basse-Kotto,Mingala,Kotto,5.1262,21.639299,2019,NFI,,3717,0
30.03.2019,22.02.2019,22.02.2019,SOL_BLA_20190220,SI,Koychenguele,Ouaka,Mbres,Mbres,6.675782,19.618208,2019,NFI,,2210,0
01.03.2019,23.02.2019,23.02.2019,ACT_AGO_20190131,ACTED,Agoudou-Manga,Ouaka,Bambari,Danga-Gboudou,5.8823,20.9126,2019,NFI,,762,0
12.02.2019,31.01.2019,31.01.2019,ACT_TAG_20181228,ACTED,Tagbara,Ouaka,Bambari,Danga-Gboudou,5.922136,21.148134,2019,NFI,,2131,0
04.02.2019,29.01.2019,29.01.2019,ACT_BAK_20190102,ACTED,Bangassou,Mbomou,Bangassou,Bangassou,5.7019,22.7817,2019,NFI,,9068,0
01.12.2018,20.11.2018,20.11.2018,SOL_BAT_20181101,SI,Batangafo,Ouham,Batangafo,Batangafo,7.301,18.285101,2018,NFI,,13099,0
20.11.2018,10.11.2018,10.11.2018,SOL_KAB_20180827,SI,Kabo,Ouham,Kabo,Sido,7.689,18.622999,2018,NFI,,,0
31.10.2018,22.09.2018,22.09.2018,SOL_KAB_20180827,SI,Kabo,Ouham,Kabo,Sido,7.689,18.622999,2018,NFI,,13311,0
31.10.2018,10.07.2018,10.07.2018,ACF_GAD_20180530,ACF,Gadoulou,Ouham Pende,Paoua,Paoua,7.2302,16.504801,2018,NFI,,11910,0
25.09.2018,10.09.2018,10.09.2018,ACF_NAS _20180816,ACF,Nassole,Mambere-Kadei,Berberati,Ouakanga,4.2585,15.3752,2018,NFI,,1888,0
24.09.2018,29.08.2018,29.08.2018,ACF_GAM _20180728,ACF,Gamboula,Mambere-Kadei,Gamboula,Basse-Boumne,4.1211,15.1374,2018,NFI,,4846,0
27.08.2018,11.08.2018,11.08.2018,ACT_ALI_20180420,ACTED,Alindao,Basse-Kotto,Alindao,Alindao,5.040924,21.212063,2018,NFI,,22012,0
31.07.2018,27.07.2018,27.07.2018,ACT_BAM_20180609,ACTED,Atongo,Ouaka,Bambari,Pladama-Ouaka,5.761396,20.648109,2018,NFI,,1029,0
03.07.2018,08.05.2018,22.06.2018,ACT_TAG_20180321,ACTED,Gpt Tagbara,Ouaka,Bambari,Haute Baidou,5.933953,21.162894,2018,NFI,,729,0
31.05.2018,07.05.2018,07.05.2018,ACT_RAF_20180326,ACTED,Rafai,Mbomou,Rafai,Rafai,4.969394,23.933396,2018,NFI,,1431,0
05.05.2018,21.04.2018,24.04.2018,ACT_TAG_20180321,ACTED,Gpt Tagbara,Ouaka,Bambari,Haute Baidou,5.933953,21.162894,2018,NFI,,4605,0
12.04.2018,28.03.2018,29.03.2018,ACT_IPP_20171204,ACTED,Ippy,Ouaka,Ippy,Ippy,6.260115,21.1966,2018,NFI,,6703,0
27.03.2018,16.12.2017,15.02.2018,SOL_BAM_20171030,SI,Bamatara,Nana-Gribizi,Kaga-Bandoro,Ndenga,6.842788,19.21151,2017,NFI,,495,0
27.03.2018,16.12.2017,15.02.2018,SOL_CHU_20171117,SI,Botto,Nana-Gribizi,Kaga-Bandoro,Botto,6.975222,19.100667,2017,NFI,,444,0
12.03.2018,07.01.2018,08.02.2018,SOL_NDO_20171208,SI,Ndowara,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.949698,19.188687,2018,NFI,,3186,0
08.03.2018,14.02.2018,15.02.2018,ACT_YAM_20180108,ACTED,Batobadja,Basse-Kotto,Alindao,Yambele-Ewou,5.412919,21.14895,2018,NFI,,3908,0
21.02.2018,13.01.2018,13.01.2018,ACT_NDA_20171219,ACTED,Ndassima,Ouaka,Bambari,Danga-Gboudou,6.139213,20.777774,2018,NFI,,1777,0
20.02.2018,17.01.2018,17.01.2018,SOL_KOT_20171208,SI,Koddo,Nana-Gribizi,Kaga-Bandoro,Givrai-Pamia,7.064031,19.184959,2018,NFI,,4378,0
07.11.2017,05.07.2017,19.07.2017,ACT_BAN_20170608,ACTED,Bangassou,Mbomou,Bangassou,,4.740092,22.822237,2017,NFI,,4760,0
31.10.2017,07.10.2017,12.10.2017,ACF_NIE_20170831,ACF,Garoua,Nana-Mambere,Bouar,Bea-Nana,5.823887,15.197208,2017,NFI-WASH,,3548,0
16.10.2017,29.09.2017,05.10.2017,SI_KAB_20170913 ,SI,Kabo,Ouham,Kabo,Sido,7.697565,18.629944,2017,NFI,,4261,0
11.09.2017,23.05.2017,23.06.2017,ACF_NIE_20170502,ACF,Niem,Nana-Mambere,Bouar,Niem-Yelewa,6.198608,15.230062,2017,NFI,,5579,0
18.07.2017,03.06.2017,03.06.2017,ACT_BAN_20170513,ACTED,Bangassou,Mbomou,Bangassou,,4.740092,22.822237,2017,NFI-WASH,,23875,0
13.06.2017,24.05.2017,27.05.2017,ACF_NIE_20170502,ACF,Gallo,Nana-Mambere,Baboua,Bingue,5.637143,15.411145,2017,NFI,,3332,0
13.06.2017,20.05.2017,22.05.2017,ACF_BOY_20170426,ACF,Boyali,Ombella M'Poko,Bossembele,La Mbi,4.846472,17.582762,2017,NFI,,2065,0
30.05.2017,02.05.2017,02.05.2017,ACT_BAN_20170128,ACTED,Bangassou,Mbomou,Bangassou,,4.740092,22.822237,2017,NFI,,675,0
28.04.2017,04.02.2017,04.02.2017,SI_KAG_20170201,SI,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.990379,19.191543,2017,NFI,,3222,0
21.02.2017,21.12.2016,04.01.2017,ACF_DEK_20161113,ACF,Dékoa,Kemo,Dekoa,Dekoa,6.518772,19.118972,2016,NFI,,930,0
21.02.2017,21.12.2016,30.12.2016,ACF_DEK_20161113,ACF,Dékoa,Kemo,Dekoa,Dekoa,6.518772,19.118972,2016,NFI,,3400,0
17.02.2017,08.02.2017,09.02.2017,ACT_BAK_20161127,ACTED,Yamale,Ouaka,Bambari,Pladama-Ouaka,5.971565,20.517532,2017,NFI,,3075,0
07.02.2017,01.02.2017,01.02.2017,SI_KAB_20170126,SI,Kabo,Ouham,Kabo,Sido,7.688983,18.623028,2017,NFI,,2251,0
03.01.2017,21.11.2016,24.11.2016,ACF_MAR_20161025,ACF,Marzé,Ouham,Bouca,,6.847689,18.778981,2016,NFI,,3155,0
03.01.2017,04.12.2016,04.12.2016,ACF_PAM_20160922,ACF,Pama,Ouham,Batangafo,Hama,7.172058,17.468886,2016,NFI,,1110,0
13.12.2016,28.11.2016,02.12.2016,ACT_BIA_20160911,ACTED,Bianga,Ouaka,Kouango,Kouango,4.83,20.4,2016,NFI,,3475,0
06.12.2016,17.11.2016,17.11.2016,ACT_BAH_20160904,ACTED,Bahr,Haut-Mbomou,Zemio,Zemio,5.115203,24.85528,2016,NFI,,1475,0
06.12.2016,22.11.2016,26.11.2016,ACF_KOU_20160927,ACF,Bocaranga,Ouham Pende,Koui,Koui,6.996461,15.638319,2016,NFI,,22606,0
31.08.2016,15.07.2016,24.07.2016,ACF_Man_20160601,ACF,Mann,Ouham Pende,Ngaoundaye,Kodi,7.375917,15.485058,2016,NFI,,3480,0
30.08.2016,02.08.2016,20.08.2016,SI_BA3_20160601,SI,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135,2016,NFI,,2531,0
30.08.2016,02.08.2016,20.08.2016,SI_BAT_20160601,SI,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135,2016,NFI,,3563,0
22.07.2016,29.06.2016,05.07.2016,ACF_Sab_20160531,ACF,Sabewa,Nana-Mambere,Bouar,Niem-Yelewa,6.668017,14.982606,2016,NFI,,1212,0
01.07.2016,20.04.2016,03.06.2016,ACT_KOU_20160318,ACTED,Kouango,Ouaka,Kouango,Kouango,4.992821,19.97361,2016,NFI-WASH,,9185,0
01.07.2016,02.05.2016,22.05.2016,ACF_SA2_20160404,ACF,Koui,Ouham Pende,Koui,Koui,6.951955,15.453221,2016,NFI,,8818,0
09.05.2016,27.02.2016,29.02.2016,ACF_SA2_20160130,ACF,Koui,Ouham Pende,Koui,Koui,6.951955,15.453221,2016,NFI,,6077,0
06.05.2016,23.03.2016,01.04.2016,ACF_Bod_20160217,ACF,Bodjomo,Ouham,Markounda,Nana Markounda,7.418152,17.136638,2016,NFI,,3488,0
19.04.2016,13.04.2016,18.04.2016,SI_MB2_20160129,SI,Mbres,Nana-Gribizi,Mbres,Mbres,6.667027,19.799937,2016,NFI,,,0
31.03.2016,22.03.2016,30.03.2016,SI_MBR_20160129,SI,Mbres,Nana-Gribizi,Mbres,Mbres,6.667027,19.799937,2016,NFI,,12110,0
22.03.2016,06.02.2016,24.03.2016,ACT_BOY_20151118,ACTED,Boy Kota,Ouaka,Kouango,Cochio-Toulou,5.15827,20.576496,2016,NFI-WASH,,3787,0
15.02.2016,06.02.2016,12.02.2016,ACF_San_20151221,ACF,Sangare lim,Ouham Pende,Koui,Koui,6.950599,15.358343,2016,NFI,,9248,0
11.01.2016,16.12.2015,17.12.2015,SI_MBR_20150924,SI,Lakouetene,Nana-Gribizi,Mbres,Mbres,6.609372,19.821494,2015,NFI-WASH,,3170,0
05.12.2015,27.12.2015,27.12.2015,SI_BAT_20151110,SI,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135,2015,NFI,,3465,0
27.10.2015,15.09.2015,15.09.2015,DRC_BED_20150915,DRC,Bedoua 2,Ouham Pende,Paoua,Mia-Pende,7.714503,16.498001,2015,NFI,,3070,0
22.09.2015,07.09.2015,12.09.2015,SI_MBR_20150823,SI,Mbres,Nana-Gribizi,Mbres,Mbres,6.667027,19.799937,2015,NFI,,1609,0
14.09.2015,16.09.2015,18.09.2015,DRC_NDO_20150815,DRC,Ndoubou,Ouham,Batangafo,Batangafo,7.314133,18.320867,2015,NFI,,1839,0
08.09.2015,08.09.2015,11.09.2015,ACTED_KPA_20150829,ACTED,Kpadou,Basse-Kotto,Kembe,Mboui,4.531658,21.375632,2015,NFI-WASH,,9770,0
18.08.2015,24.08.2015,28.08.2015,ACT_MAN_20150609,ACTED,Manoeuvre,Basse-Kotto,Zangba,Yabongo,4.433675,20.752234,2015,NFI-WASH,,4166,0
09.08.2015,06.08.2015,07.08.2015,DRC_BEP_20150624,DRC,Bepikasse 1,Ouham Pende,Paoua,Mia-Pende,7.604638,16.638503,2015,NFI,,1103,0
29.07.2015,29.07.2015,27.08.2015,ACTED_BIA_20150715,ACTED,Bianga,Ouaka,Kouango,Kouango,4.83,20.4,2015,NFI-WASH,,10625,0
30.06.2015,26.06.2015,09.07.2015,ACT_GOY_20150616,ACTED,Goya,Ouaka,Kouango,Cochio-Toulou,4.928531,20.686183,2015,WASH,,,0
23.06.2015,18.06.2015,25.06.2015,ACF_BAB_20150606,ACF,Baboua,Nana-Mambere,Baboua,Baboua,5.806589,14.832919,2015,NFI,,823,0
16.06.2015,22.06.2015,15.07.2015,ACF_BOD_20150519,ACF,Bodé,Ouham,Batangafo,Batangafo,7.171736,17.428594,2015,NFI-WASH,,,0
14.04.2015,27.03.2015,01.04.2015,ACTED_LEB_20141021,ACTED,Lebada,Ouaka,Bambari,Pladama-Ouaka,5.854284,20.544786,2015,NFI,,5245,0
06.04.2015,08.04.2015,10.04.2015,DRC_BAT_20150302,DRC,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135,2015,NFI,,11040,0
31.03.2015,25.03.2015,25.03.2015,ACTED_NGA_20150208,ACTED,Ngakobo,Ouaka,Bambari,Ngougbia,5.339652,20.730846,2015,NFI,,2450,0
30.03.2015,11.03.2015,12.03.2015,PU_NAS_20150211,PU-AMI,Nassole,Mambere-Kadei,Berberati,Ouakanga,4.258509,15.375248,2015,NFI,,5785,0
03.03.2015,29.01.2015,30.01.2015,SI_MBR_20141216,SI,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.990379,19.191543,2015,NFI,,2625,0
26.01.2015,01.08.2014,01.08.2014,PU-AMI_2014_06,PU-AMI,Demba Batéké,Mambere-Kadei,Gadzi,Topia,4.981164,16.272125,2014,NFI,,,0
26.01.2015,07.06.2014,11.07.2014,SI_2014_07,SI,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.992369,19.185733,2014,NFI,,67,0
26.01.2015,22.08.2014,23.08.2014,SI_2014_02,SI,Bokonde,Ouham,Kabo,Sido,7.899799,18.680748,2014,NFI,,,0
26.01.2015,22.08.2014,22.08.2014,SI_2014_04,SI,Kabo,Ouham,Kabo,Sido,7.697042,18.625258,2014,NFI,,,0
26.01.2015,25.06.2014,25.06.2014,SI_2014_04,SI,Kabo,Ouham,Kabo,Sido,7.691258,18.627664,2014,NFI,,507,0
26.01.2015,25.06.2014,25.06.2014,SI_2014_02,SI,Moyenne Sido,Ouham,Kabo,Sido,8.225083,18.711433,2014,NFI,,57,0
26.01.2015,27.06.2014,15.07.2014,IRC_2014_15,IRC,Kaké,Ouham Pende,Bocaranga,Pende,6.833717,15.815506,2014,NFI,,,0
26.01.2015,07.06.2014,07.06.2014,IRC_2014_14,IRC,Ngoutéré,Ouham Pende,Bocaranga,Pende,6.771819,15.898247,2014,NFI,,,0
21.01.2015,08.06.2014,09.06.2014,ACF_2014_18,ACF,Sibut,Kemo,Sibut,Sibut,5.735689,19.086042,2014,NFI,,1157,0
21.01.2015,11.04.2014,25.04.2014,ACTED_2014_04,ACTED,Damara,Ombella M'Poko,Damara,Damara,4.957669,18.696219,2014,NFI-WASH,,880,0
21.01.2015,14.06.2014,15.06.2014,ACTED_BAM_20140108,ACTED,Bambari,Ouaka,Bambari,Bambari,5.754667,20.678586,2014,NFI,,,0
21.01.2015,14.07.2014,18.07.2014,ACTED_2014_07,ACTED,Banbari,Ouaka,Bambari,Bambari,5.751444,20.667172,2014,NFI,,,0
21.01.2015,12.06.2014,13.06.2014,ACTED_2014_14,ACTED,Grimari,Ouaka,Grimari,Grimari,5.741367,20.0552,2014,NFI,,,0
21.01.2015,23.08.2014,25.08.2014,ACF_2014_09,ACF,Bozakon,Ouham,Bouca,Lady Gbawi,6.954372,18.509903,2014,NFI,,3313,0
21.01.2015,19.06.2014,19.06.2014,ACF_2014_10,ACF,Bozélé,Ouham,Nana-Bakassa,Nana-Bakassa,6.645597,17.42835,2014,NFI,,705,0
