"type","id","locationName","partnerName","activity","activityName","startDate","endDate","Population_affectee_total_menages","Nombre_de_localités.villages.sites_afféctés","Population_affectee_total_individus","Acces_humanitaire.Oui","Acces_humanitaire.Non_securite","Acces_humanitaire.Non_logistique","Acces_humanitaire.Non_autre","Continue_Investigation.Non","Continue_Investigation.Oui","Alerte_en_cours.Non","Alerte_en_cours.Oui","Nature_du_choc.Violences","Nature_du_choc.Catastrophe_naturelle","Nature_du_choc.Autre","Population_affectee.Deplaces","Population_affectee.Communaute_hote","Population_affectee.Retours","Population_affectee.Autre","type.1","geo","X","Y","month","year","REGION_NOM","PREF_NOM","SPREF_NOM","COM_NOM","acces","continu","alerte_cours","nature","pop_affect"
"Feature","1734879610","Mbandjifolo","PU-AMI","16228","ALERTES","2015-03-18","2015-03-18","35","2","0","Non - logistique",NA,NA,NA,NA,"Oui","0","Oui","Violence",NA,"0","Non","Non","Oui","Non","Point","4.0758333,15.2555556","15.2555556","4.0758333","2015-03","2015","Equateur","Mambéré-Kadéï","Gamboula","Basse-Boumné","Non - logistique","Oui","Oui","Violence","Non Non Oui Non"
"Feature","1749632908","Bofire","ACF","16228","ALERTES","2015-02-20","2015-02-20","243","3","1215","Non - logistique",NA,NA,NA,NA,"Oui","0","Oui","Violence",NA,"0","Oui","Non","Non","Non","Point","6.71861,17.766026","17.766026","6.71861","2015-02","2015","Yadé","Ouham","Bossangoa","Ben Zambé","Non - logistique","Oui","Oui","Violence","Non Oui Non Non"
"Feature","1774055126","Béma","ACTED","16228","ALERTES","2015-03-27","2015-03-27","0","1","0","Non - logistique",NA,NA,NA,"Non",NA,"1","Non","Violence",NA,"0","Oui","Non","Non","Non","Point","4.14204166667,22.44218055556","22.44218055556","4.14204166667","2015-03","2015","Haut-Oubangui","Mbomou","Ouango","Ngbandinga","Non - logistique","Non","Non","Violence","Non Oui Non Non"
"Feature","1818513711","Gbolo","ACTED","16228","ALERTES","2015-04-21","2015-04-21","0","1","600","Non - logistique",NA,NA,NA,NA,"Oui","0","Oui","Violence",NA,"0","Oui","Non","Non","Non","Point","5.69826944444,22.74860555556","22.74860555556","5.69826944444","2015-04","2015","Haut-Oubangui","Mbomou","Bakouma","Bakouma","Non - logistique","Oui","Oui","Violence","Non Oui Non Non"
"Feature","1839027101","Gbama","DRC","16228","ALERTES","2015-04-22","2015-04-22","0","1","1555","Non - logistique",NA,NA,NA,NA,"Oui","0","Oui","Violence",NA,"0","Non","Non","Oui","Non","Point","7.30060277778,15.52840833333","15.52840833333","7.30060277778","2015-04","2015","Yadé","Ouham Pendé","Ngaoundaye","Kodi","Non - logistique","Oui","Oui","Violence","Non Non Oui Non"
"Feature","1867920862","Dékoa","ACF","16228","ALERTES","2015-04-15","2015-04-15","416","1","2080","Non - logistique",NA,NA,NA,"Non",NA,"1","Non","Violence",NA,"0","Non","Non","Oui","Non","Point","6.51877222222,19.11897222222","19.11897222222","6.51877222222","2015-04","2015","Kagas","Nana-Gribizi","Kaga-Bandoro","Ndenga","Non - logistique","Non","Non","Violence","Non Non Oui Non"
"Feature","1965494608","Yongoro Mbolaye","ACF","16228","ALERTES","2015-02-21","2015-02-21","1135","1","5675","Non - logistique",NA,NA,NA,NA,"Oui","0","Oui","Violence",NA,"0","Oui","Non","Oui","Non","Point","6.235382,15.586952","15.586952","6.235382","2015-02","2015","Equateur","Nana-Mambéré","Bouar","Herman-Brousse","Non - logistique","Oui","Oui","Violence","Non Oui Oui Non"
"Feature","1988762990","Bokoute 1","ACF","16228","ALERTES","2015-03-27","2015-03-27","6","1","30","Non - logistique",NA,NA,NA,NA,"Oui","0","Oui","Violence",NA,"0","Oui","Non","Non","Non","Point","5.788886,19.486982","19.486982","5.788886","2015-03","2015","Kagas","Kémo","Sibut","Ngoumbele","Non - logistique","Oui","Oui","Violence","Non Oui Non Non"
"Feature","1995219427","Dédé Makbouba","PU-AMI","16228","ALERTES","2015-03-12","2015-03-12","35","1","0","Non - logistique",NA,NA,NA,NA,"Oui","0","Oui","Violence",NA,"0","Oui","Non","Oui","Non","Point","3.91666666667,15.24281944444","15.24281944444","3.91666666667","2015-03","2015","Equateur","Mambéré-Kadéï","Dédé-Mokouba","Haute-Kadéi","Non - logistique","Oui","Oui","Violence","Non Oui Oui Non"
"Feature","1997509242","Touga","DRC","16228","ALERTES","2015-04-07","2015-04-14","0","1","0","Non - logistique",NA,NA,NA,"Non",NA,"1","Non","Violence",NA,"0","Non","Non","Non","Oui","Point","7.44371,15.645415","15.645415","7.44371","2015-04","2015","Yadé","Ouham Pendé","Ngaoundaye","Lim","Non - logistique","Non","Non","Violence","Non Non Non Oui"
"Feature","2019055572","Mbada","DRC","16228","ALERTES","2015-03-02","2015-03-02","0","1","0","Non - logistique",NA,NA,NA,"Non",NA,"1","Non","Violence",NA,"0","Oui","Oui","Non","Non","Point","6.865547,18.562368","18.562368","6.865547","2015-03","2015","Yadé","Ouham","Bouca","Lady Gbawi","Non - logistique","Non","Non","Violence","Oui Oui Non Non"
"Feature","2028524849","Bondiba","ACF","16228","ALERTES","2014-12-16","2015-03-08","0","1","0","Non - logistique",NA,NA,NA,NA,"Oui","0","Oui","Violence",NA,"0","Oui","Non","Non","Non","Point","5.535135,14.794725","14.794725","5.535135","2014-12","2014","Equateur","Nana-Mambéré","Baboua","Baboua","Non - logistique","Oui","Oui","Violence","Non Oui Non Non"
"Feature","2041379947","Bebingui","DRC","16228","ALERTES","2015-02-12","2015-02-12","207","1","900","Non - logistique",NA,NA,NA,"Non",NA,"1","Non","Violence",NA,"0","Oui","Non","Non","Non","Point","7.814075,16.526","16.526","7.814075","2015-02","2015","Yadé","Ouham Pendé","Paoua","Mia-Péndé","Non - logistique","Non","Non","Violence","Non Oui Non Non"
"Feature","2052755525","Ngoutéré","DRC","16228","ALERTES","2015-04-23","2015-04-23","0","1","0","Non - logistique",NA,NA,NA,"Non",NA,"1","Non","Violence",NA,"0","Oui","Oui","Oui","Non","Point","6.771819,15.898247","15.898247","6.771819","2015-04","2015","Yadé","Ouham Pendé","Bocaranga","Péndé","Non - logistique","Non","Non","Violence","Oui Oui Oui Non"
"Feature","2054929376","Miamani","PU-AMI","16228","ALERTES","2015-03-20","2015-03-20","0","1","100","Non - logistique",NA,NA,NA,"Non",NA,"1","Non","Violence",NA,"0","Non","Non","Oui","Non","Point","8.75466111111,20.00035277778","20.00035277778","8.75466111111","2015-03","2015","Fertit","Bamingui-Bangoran","Ndélé","Dar El Kouti","Non - logistique","Non","Non","Violence","Non Non Oui Non"
"Feature","2119384399","Doko","DRC","16228","ALERTES","2015-04-23","2015-04-24","0","2","0","Non - logistique",NA,NA,NA,"Non",NA,"1","Non",NA,NA,"1","Non","Oui","Oui","Non","Point","7.161031,15.527531","15.527531","7.161031","2015-04","2015","Yadé","Ouham Pendé","Ngaoundaye","Kodi","Non - logistique","Non","Non","NA","Oui Non Oui Non"
"Feature","2125417957","Lebada","ACTED","16228","ALERTES","2014-10-21","2014-10-21","1549","12","7745","Non - logistique",NA,NA,NA,"Non",NA,"1","Non","Violence",NA,"0","Oui","Non","Non","Non","Point","5.854284,20.544786","20.544786","5.854284","2014-10","2014","Kagas","Ouaka","Bambari","Pladama-Ouaka","Non - logistique","Non","Non","Violence","Non Oui Non Non"
"Feature","2134449430","Bokambaye 1","DRC","16228","ALERTES","2015-02-25","2015-02-25","1128","8","9024","Non - logistique",NA,NA,NA,"Non",NA,"1","Non","Violence",NA,"0","Non","Non","Oui","Non","Point","7.305997,18.481154","18.481154","7.305997","2015-02","2015","Yadé","Ouham","Kabo","Ouaki","Non - logistique","Non","Non","Violence","Non Non Oui Non"
"Feature","2146681476","Mbada","DRC","16228","ALERTES","2015-01-17","2015-01-17","273","1","1248","Non - logistique",NA,NA,NA,"Non",NA,"1","Non","Violence",NA,"0","Oui","Non","Non","Non","Point","6.865547,18.562368","18.562368","6.865547","2015-01","2015","Yadé","Ouham","Bouca","Lady Gbawi","Non - logistique","Non","Non","Violence","Non Oui Non Non"
