AlerteID,DateCreated,Partner,OCHA_village_v2,Prefecture,SousPrefecture,Commune,Latitude,Longitude,Nb_localites_affectes,Nature_choc,Pop_affectee_menages,Pop_affectee_individus,Pop_affectee_Deplaces,Pop_affectee_Retours,Pop_affectee_Communaute_hote,Pop_affectee_Autre,startDate,endDate,year
ACT_KAD_20160615,17.06.2016,ACTED,Kadjema,Haut-Mbomou,Obo,Obo,5.247928,26.186135,2,Violences,0,0,Oui,Non,Non,Non,15.06.2016,15.06.2016,2016
ACT_KOS_20160616,16.06.2016,ACTED,Kassa,Mbomou,Rafai,Rafai,6.939118,16.655354,1,Violences,0,0,Oui,Non,Non,Non,16.06.2016,16.06.2016,2016
PU_BOS_20160608,14.06.2016,PU-AMI,Bossoui,Lobaye,Boganda,Boganda,4.112028,17.388806,2,Autre,0,0,Non,Non,Oui,Non,08.06.2016,08.06.2016,2016
PU_YAW_20160603,14.06.2016,PU-AMI,Yawa,Lobaye,Boganda,Boganda,4.348097,17.093922,3,Autre,1320,6600,Non,Non,Oui,Non,03.06.2016,03.06.2016,2016
ACF_Nga_20160613,14.06.2016,ACF,Ngaoundaye,Ouham Pende,Ngaoundaye,Mbili,6.985813,15.258225,1,Violences,0,0,Oui,Non,Non,Non,13.06.2016,13.06.2016,2016
PU_MBE_20160613,14.06.2016,PU-AMI,Mbengou,Bamingui-Bangoran,Bamingui,Vassako,7.310695,20.153274,2,Violences,113,565,Non,Non,Oui,Non,13.06.2016,13.06.2016,2016
SI_BA2_20160601,13.06.2016,SI,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135,11,Autre,1307,6471,Non,Oui,Non,Non,01.06.2016,01.06.2016,2016
SI_BAT_20160601,13.06.2016,SI,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135,7,Autre,318,1593,Non,Oui,Non,Non,01.06.2016,01.06.2016,2016
SI_BA3_20160601,13.06.2016,SI,Gbazara,Ouham,Batangafo,Ouassi,7.459128,18.436268,5,Autre,193,965,Non,Oui,Non,Non,01.06.2016,01.06.2016,2016
SI_BA4_20160601,13.06.2016,SI,Gbazara,Ouham,Batangafo,Ouassi,7.459128,18.436268,0,Autre,1506,7496,Non,Oui,Non,Non,01.06.2016,01.06.2016,2016
ACT_BAN_20160608,09.06.2016,ACTED,Banga 2,Ouaka,Kouango,Kouango,5.137364,19.977348,13,Violences,464,2318,Non,Oui,Non,Non,08.06.2016,08.06.2016,2016
ACT_BAR_20160606,07.06.2016,ACTED,Barroua,Mbomou,Rafai,Rafai,5.597438,24.70896,1,Violences,10,50,Oui,Non,Non,Non,06.06.2016,06.06.2016,2016
ACF_Ass_20160605,07.06.2016,ACF,Assoulemaka,Kemo,Mala,Mala,6.031003,19.661434,2,Violences,0,0,Oui,Non,Non,Non,05.06.2016,05.06.2016,2016
PU_KOU_20160531,07.06.2016,PU-AMI,Koundi,Bamingui-Bangoran,Ndele,Dar El Kouti,8.814536,20.705488,2,Autre,2497,12485,Non,Oui,Non,Non,31.05.2016,31.05.2016,2016
ACF_Man_20160601,06.06.2016,ACF,Mann,Ouham Pende,Ngaoundaye,Kodi,7.370689,15.487023,4,Violences,182,910,Oui,Non,Non,Non,01.06.2016,01.06.2016,2016
ACF_Nie_20160601,03.06.2016,ACF,Niem,Nana-Mambere,Bouar,Niem-Yelewa,6.198608,15.230062,1,Violences,0,0,Oui,Non,Non,Non,01.06.2016,01.06.2016,2016
ACF_BB_20160601,01.06.2016,ACF,Bouca,Ouham,Bouca,Bouca Bobo,6.502576,18.279259,2,Violences,0,0,Non,Non,Oui,Non,01.06.2016,01.06.2016,2016
ACF_Sab_20160531,01.06.2016,ACF,Sabewa,Nana-Mambere,Bouar,Niem-Yelewa,6.668017,14.982606,4,Violences,0,0,Oui,Non,Non,Non,31.05.2016,31.05.2016,2016
PU_DAT_20160518,27.05.2016,PU-AMI,Daté,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,4.639364,15.54736,3,Autre,278,1388,Non,Oui,Oui,Non,18.05.2016,18.05.2016,2016
ACF_Ndo_20160517,24.05.2016,ACF,Ndoumbou,Ouham,Bouca,Ouham Fafa,6.824404,17.977696,9,Violences,300,1800,Oui,Non,Non,Non,14.05.2016,14.05.2016,2016
PU_NGA_20160429,19.05.2016,PU-AMI,Ngarba,Bamingui-Bangoran,Ndele,Dar El Kouti,9.203859,20.496477,3,Autre,1095,5474,Non,Oui,Oui,Non,30.04.2016,30.04.2016,2016
ACT_BAN_20160511,17.05.2016,ACTED,Banangui,Haut-Mbomou,Zemio,Zemio,5.550962,25.23299,5,Violences,0,0,Oui,Non,Non,Non,11.05.2016,11.05.2016,2016
ACF_SA2_20160404,12.05.2016,ACF,Koui,Ouham Pende,Koui,Koui,6.951955,15.453221,7,Violences,1000,6000,Oui,Non,Non,Non,04.04.2016,04.04.2016,2016
ACF_San_20160404,12.05.2016,ACF,Bocaranga,Ouham Pende,Koui,Koui,6.983292,15.646215,6,Violences,1000,6000,Oui,Non,Non,Non,04.04.2016,04.04.2016,2016
PU_MBA_20160508,10.05.2016,PU-AMI,Mballa,Bamingui-Bangoran,Ndele,Mbolo-Pata,7.919522,20.86152,2,Violences,280,1401,Non,Non,Oui,Non,08.05.2016,08.05.2016,2016
ACF_Bes_20160402,06.05.2016,ACF,Besson,Nana-Mambere,Baboua,Goudrot,6.258945,14.816071,1,Violences,258,1290,Non,Oui,Non,Non,02.04.2016,02.04.2016,2016
ACF_Nda_20160316,06.05.2016,ACF,Ndakombo,Nana-Mambere,Bouar,Niem-Yelewa,6.277915,15.154131,1,Violences,80,400,Oui,Non,Non,Non,16.03.2016,16.03.2016,2016
ACF_Abb_20160430,06.05.2016,ACF,Abba,Nana-Mambere,Bouar,Niem-Yelewa,6.630632,14.937201,3,Violences,76,456,Non,Oui,Non,Non,30.04.2016,30.04.2016,2016
ACF_Bod_20160217,06.05.2016,ACF,Bodjomo,Ouham,Markounda,Nana Markounda,7.418152,17.136638,4,Violences,552,2759,Oui,Non,Non,Non,17.02.2016,17.02.2016,2016
PU_BOU_20160412,27.04.2016,PU-AMI,Bouli,Mambere-Kadei,Carnot,Carnot,4.908328,15.522605,2,Autre,706,3530,Non,Non,Oui,Non,12.04.2016,12.04.2016,2016
PU_BOM_20160411,27.04.2016,PU-AMI,Bombo,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,4.92954,16.793606,3,Autre,185,922,Non,Oui,Oui,Non,01.04.2016,01.04.2016,2016
ACT_AGO_20160417,27.04.2016,ACTED,Agoumar,Mbomou,Rafai,Rafai,4.993979,23.917023,1,Violences,0,0,Oui,Non,Non,Non,17.04.2016,17.04.2016,2016
ACT_NDA_20160220,27.04.2016,ACTED,Ndassima,Ouaka,Bambari,Danga-Gboudou,6.157919,20.792273,12,Violences,455,2974,Non,Oui,Non,Non,20.02.2016,20.02.2016,2016
ACT_ZAC_20160414,27.04.2016,ACTED,Zacko 8,Haute-Kotto,Yalinga,Yalinga,6.285185,22.834408,1,Violences,0,0,Oui,Non,Non,Non,14.04.2016,14.04.2016,2016
PU_CHA_20160421,27.04.2016,PU-AMI,Chari,Bamingui-Bangoran,Ndele,Dar El Kouti,8.725331,19.120718,2,Violences,95,447,Non,Oui,Non,Non,21.04.2016,21.04.2016,2016
PU_GAS_20160426,27.04.2016,PU-AMI,Gassai,Bamingui-Bangoran,Ndele,Dar El Kouti,8.771306,19.309496,1,Violences,95,447,Non,Non,Oui,Non,26.04.2016,26.04.2016,2016
PU_SAL_20160408,26.04.2016,PU-AMI,Salo,Sangha-Mbaere,Nola,Salo,3.184154,16.103793,1,Autre,1338,3716,Non,Non,Oui,Non,08.04.2016,08.04.2016,2016
PU_NOL_20160418,26.04.2016,PU-AMI,Nola,Sangha-Mbaere,Nola,Nola,3.524026,16.04494,1,Catastrophe naturelle,170,850,Non,Non,Oui,Non,18.04.2016,18.04.2016,2016
ACF_May_20160403,26.04.2016,ACF,Mayolara,Nana-Mambere,Baboua,Goudrot,6.402414,14.956389,1,Violences,452,2260,Non,Oui,Non,Non,03.04.2016,03.04.2016,2016
PU_YAM_20160410,26.04.2016,PU-AMI,Yamballa,Bamingui-Bangoran,Bamingui,Vassako,7.23078,20.046048,2,Violences,138,690,Non,Non,Oui,Non,10.04.2016,10.04.2016,2016
ACF_Mai_20160408,15.04.2016,ACF,Maitikoulou,Ouham,Markounda,Nana Markounda,7.925992,17.625642,4,Violences,351,1727,Non,Oui,Non,Non,08.04.2016,08.04.2016,2016
ACF_Dok_20160408,14.04.2016,ACF,Dokabi,Ouham,Markounda,Nana Markounda,7.732101,17.253312,8,Violences,214,1071,Non,Oui,Non,Non,08.04.2016,08.04.2016,2016
SI_MB2_20160129,13.04.2016,SI,Mbres,Nana-Gribizi,Mbres,Mbres,6.667027,19.799937,1,Autre,1324,0,Non,Oui,Non,Non,29.01.2016,29.01.2016,2016
ACF_Bir_20160318,05.04.2016,ACF,Birlo,Ombella M'Poko,Boali,,5.009,17.911,1,Catastrophe naturelle,107,559,Non,Non,Oui,Non,18.03.2016,18.03.2016,2016
ACF_Boy_20160208,23.03.2016,ACF,Boya i,Ouham,Bouca,Lady Gbawi,6.952328,18.543181,2,Violences,107,534,Oui,Non,Non,Non,08.02.2016,08.02.2016,2016
ACT_KOU_20160318,22.03.2016,ACTED,Kouango,Ouaka,Kouango,Kouango,4.992821,19.97361,15,Violences,0,0,Non,Oui,Non,Non,18.03.2016,18.03.2016,2016
ACT_DEM_20160319,22.03.2016,ACTED,Dembia,Mbomou,Rafai,Rafai,5.109916,24.47703,1,Violences,600,3000,Oui,Non,Non,Non,19.03.2016,19.03.2016,2016
SI_BOT_20160320,22.03.2016,SI,Botto,Nana-Gribizi,Kaga-Bandoro,Botto,6.975222,19.100667,5,Violences,0,520,Oui,Non,Non,Non,20.03.2016,20.03.2016,2016
ACT_TAB_20160305,08.03.2016,ACTED,Tabane,Haut-Mbomou,Zemio,Zemio,5.103722,24.939847,1,Violences,120,1500,Oui,Non,Non,Non,05.03.2016,05.03.2016,2016
ACF_B02_20160303,08.03.2016,ACF,Ndali,Ouham,Nana-Bakassa,Nana-Bakassa,6.951541,17.299074,1,Violences,44,220,Oui,Oui,Non,Non,03.03.2016,03.03.2016,2016
ACF_SA2_20160130,08.03.2016,ACF,Koui,Ouham Pende,Koui,Koui,6.951955,15.453221,1,Violences,205,410,Oui,Non,Non,Non,30.01.2016,30.01.2016,2016
ACF_Boz_20160208,08.03.2016,ACF,Bozakon,Ouham,Bouca,Lady Gbawi,6.96376,18.498754,2,Violences,124,620,Oui,Oui,Non,Non,08.02.2016,08.02.2016,2016
ACF_Bol_20160303,07.03.2016,ACF,Bolongofio,Ouham,Nana-Bakassa,Nana-Bakassa,6.804646,17.468049,1,Violences,16,81,Oui,Non,Non,Non,03.03.2016,03.03.2016,2016
ACF_Bom_20160216,07.03.2016,ACF,Bombere-Kota,Ouham,Bossangoa,Ben Zambe,6.914322,17.548962,1,Violences,74,373,Oui,Non,Non,Non,26.02.2016,26.02.2016,2016
PU_BOG_20160202,23.02.2016,PU-AMI,Boganangone,Lobaye,Boganangone,Boganangone,4.683594,17.199268,2,Autre,510,2550,Non,Oui,Oui,Non,02.02.2016,02.02.2016,2016
PU_GBA_20160217,23.02.2016,PU-AMI,Gbambia,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,4.791097,14.985558,1,Autre,190,950,Non,Oui,Oui,Non,17.02.2016,17.02.2016,2016
ACF_Ndo_20160223,23.02.2016,ACF,Ndongue,Nana-Mambere,Bouar,Zotoua-Bangarem,5.628799,15.600002,2,Violences,160,800,Oui,Non,Non,Non,21.02.2016,21.02.2016,2016
ACF_Kan_20160223,23.02.2016,ACF,Kanguere,Kemo,Sibut,Ngoumbele,5.958406,19.147118,1,Violences,62,311,Non,Oui,Non,Non,21.02.2016,21.02.2016,2016
ACF_Kob_20160223,23.02.2016,ACF,Koba,Kemo,Sibut,Ngoumbele,5.987078,19.147596,1,Violences,369,74,Non,Oui,Non,Non,21.02.2016,21.02.2016,2016
PU_MBA_20160202,23.02.2016,PU-AMI,Mballa,Bamingui-Bangoran,Ndele,Mbolo-Pata,7.919522,20.86152,2,Autre,280,1401,Oui,Oui,Non,Non,02.02.2016,02.02.2016,2016
ACT_KOU_20160210,16.02.2016,ACTED,Koubou,Haut-Mbomou,Obo,Obo,5.324874,26.537658,1,Violences,33,150,Non,Non,Oui,Non,10.02.2016,10.02.2016,2016
ACF_Gba_20160211,12.02.2016,ACF,Gbakora,Ouham,Bossangoa,Koro-M'poko,6.074727,17.440966,1,Violences,0,0,Oui,Non,Non,Non,11.02.2016,11.02.2016,2016
ACF_Kor_20160204,12.02.2016,ACF,Korakouri,Ouham,Nana-Bakassa,Nana-Bakassa,6.876346,17.49075,1,Violences,0,0,Oui,Non,Non,Non,04.02.2016,04.02.2016,2016
ACT_NIA_20160208,09.02.2016,ACTED,Niakari,Mbomou,Bangassou,Sayo Niakari,4.838819,22.753196,2,Violences,650,3250,Oui,Non,Non,Non,08.02.2016,08.02.2016,2016
ACT_BOY_20151118,09.02.2016,ACTED,Boy Kota,Ouaka,Kouango,Cochio-Toulou,5.15827,20.576496,30,Violences,1302,9245,Oui,Non,Non,Non,18.11.2015,18.11.2015,2015
ACT_KPA_20160206,09.02.2016,ACTED,Kpabo,Haut-Mbomou,Obo,Mboki,5.331,25.839,2,Catastrophe naturelle,38,190,Non,Non,Oui,Non,06.02.2016,06.02.2016,2016
ACT_BAM_20151230,09.02.2016,ACTED,Bambari,Ouaka,Bambari,Bambari,5.751444,20.667172,1,Catastrophe naturelle,1420,7100,Non,Non,Oui,Non,30.12.2015,30.12.2015,2015
ACT_MAB_20160203,08.02.2016,ACTED,Mabo,Mbomou,Gambo,Gambo,5.385134,19.051108,0,Violences,400,2000,Oui,Non,Non,Non,03.02.2016,03.02.2016,2016
ACF_Bab_20160111,04.02.2016,ACF,Safou,Nana-Mambere,Bouar,Niem-Yelewa,6.553593,14.999187,1,Violences,0,0,Oui,Non,Non,Non,11.01.2016,11.01.2016,2016
ACF_San_20160130,04.02.2016,ACF,Bocaranga,Ouham Pende,Koui,Koui,6.983292,15.646215,1,Violences,205,410,Oui,Non,Non,Non,30.01.2016,30.01.2016,2016
SI_MBR_20160129,03.02.2016,SI,Mbres,Nana-Gribizi,Mbres,Mbres,6.667027,19.799937,0,Autre,0,0,Non,Oui,Non,Non,29.01.2016,29.01.2016,2016
SI_GRI_20160129,03.02.2016,SI,Grivaï,Nana-Gribizi,Kaga-Bandoro,Grivai-Pamia,7.064233,19.437234,0,Autre,0,7480,Non,Non,Oui,Non,03.02.2016,03.02.2016,2016
SI_FAR_20160129,03.02.2016,SI,Farazala,Ouham,Kabo,Ouaki,7.383994,18.747848,0,Autre,0,0,Non,Non,Oui,Non,03.02.2016,03.02.2016,2016
PU_PAT_20160201,02.02.2016,PU-AMI,Pata,Bamingui-Bangoran,Ndele,Mbolo-Pata,4.838971,18.665176,2,Autre,460,2300,Non,Non,Oui,Non,01.02.2016,01.02.2016,2016
ACT_BEG_20160131,02.02.2016,ACTED,Bégoué,Haut-Mbomou,Zemio,Zemio,5.224,25.243,1,Violences,24,120,Oui,Non,Non,Non,31.01.2016,31.01.2016,2016
ACT_LIW_20160125,01.02.2016,ACTED,Liwa,Ouaka,Bambari,Ngougbia,5.681776,20.68747,2,Violences,80,400,Non,Oui,Non,Non,25.01.2016,25.01.2016,2016
SI_BOT_20160121,01.02.2016,SI,Botto,Nana-Gribizi,Kaga-Bandoro,Botto,6.975222,19.100667,6,Violences,0,0,Non,Oui,Non,Non,28.01.2016,28.01.2016,2016
ACT_ALI_20160124,25.01.2016,ACTED,Aliwali,Haut-Mbomou,Zemio,Zemio,5.058728,25.058596,2,Violences,40,200,Oui,Non,Non,Non,24.01.2016,24.01.2016,2016
ACT_BAK_20160122,25.01.2016,ACTED,Bakouma,Mbomou,Bakouma,Bakouma,5.711727,22.78416,1,Violences,1200,6000,Oui,Non,Non,Non,22.01.2016,22.01.2016,2016
ACT_TAM_20160119,21.01.2016,ACTED,Tambourah,Haut-Mbomou,Zemio,Zemio,5.17573,25.219842,1,Violences,70,350,Oui,Non,Non,Non,19.01.2016,19.01.2016,2016
ACT_IRA_20160120,21.01.2016,ACTED,Zabe,Mbomou,Bakouma,Bakouma,5.866354,22.22461,7,Violences,0,0,Oui,Non,Non,Non,20.01.2016,20.01.2016,2016
ACT_KPO_20160119,21.01.2016,ACTED,Kpokpo,Haute-Kotto,Yalinga,Yalinga,7.015249,19.152826,6,Violences,0,0,Oui,Non,Non,Non,19.01.2016,19.01.2016,2016
PU_DED_20160112,19.01.2016,PU-AMI,Dédé Makbouba,Mambere-Kadei,Dede-Mokouba,,3.916667,15.242819,3,Autre,22,106,Non,Oui,Oui,Non,12.01.2016,12.01.2016,2016
PU_MBA_20160112,19.01.2016,PU-AMI,Mbandjifolo,Mambere-Kadei,Dede-Mokouba,,4.03975,15.152801,1,Autre,280,2324,Non,Oui,Oui,Non,12.01.2016,12.01.2016,2016
ACF_GBA_20150724,15.01.2016,ACF,Bouca,Ouham,Bouca,Bouca Bobo,6.502576,18.279259,3,Violences,457,2289,Non,Non,Oui,Non,24.07.2015,24.07.2015,2015
ACT_BAN_20160104,12.01.2016,ACTED,Bangassou,Mbomou,Bangassou,,4.740092,22.822237,0,Autre,0,11,Non,Non,Oui,Non,04.01.2016,04.01.2016,2016
ACT_NDO_20151129,12.01.2016,ACTED,Ndoro,Ouaka,Kouango,,5.139138,20.396056,4,Violences,317,2000,Non,Oui,Non,Non,29.11.2015,29.11.2015,2015
ACT_BAM_20160110,12.01.2016,ACTED,Bambari,Ouaka,Bambari,Bambari,5.751444,20.667172,5,Catastrophe naturelle,500,2500,Oui,Non,Non,Non,10.01.2016,10.01.2016,2016
ACT_LEK_20151122,12.01.2016,ACTED,Lekpa,Basse-Kotto,Alindao,Yambele-Ewou,6.221512,21.230802,9,Violences,222,1400,Non,Oui,Non,Non,22.01.2016,22.01.2016,2016
SI_KAM_20160108,08.01.2016,SI,Kambakota,Ouham,Batangafo,,7.166443,17.871756,5,Violences,0,0,Non,Non,Oui,Non,04.01.2016,04.01.2016,2016
ACF_SAN_20151221,28.12.2015,ACF,Sangare lim,Ouham Pende,Koui,Koui,6.950599,15.358343,5,Violences,134,800,Non,Non,Oui,Non,20.12.2015,20.12.2015,2015
ACF_BOH_20151220,28.12.2015,ACF,Belge,Ouham Pende,Bocaranga,Loura,7.060915,15.79824,6,Violences,150,800,Oui,Non,Non,Non,20.12.2015,20.12.2015,2015
ACT_BAM_20150928,09.12.2015,ACTED,Bambari,Ouaka,Bambari,Bambari,5.751444,20.667172,0,Violences,0,0,Oui,Non,Non,Non,28.09.2015,28.09.2015,2015
ACF_BOC_20151123,08.12.2015,ACF,Bocaranga,Ouham Pende,Koui,Koui,6.983292,15.646215,4,Violences,624,3120,Oui,Non,Non,Non,23.11.2015,23.11.2015,2015
ACF_YEL_20151120,07.12.2015,ACF,Yelowa,Nana-Mambere,Bouar,Niem-Yelewa,6.413119,15.278636,4,Violences,1200,6000,Oui,Non,Non,Oui,23.11.2015,23.11.2015,2015
ACT_DAN_20151123,02.12.2015,ACTED,Danda 1,Ouaka,Kouango,Kouango,4.930766,20.195592,2,Violences,682,3400,Oui,Non,Non,Non,23.11.2015,23.11.2015,2015
SI_MBA_20151124,02.12.2015,SI,Mbali,Ouham,Batangafo,Bede,7.211313,17.67043,1,Violences,200,1001,Oui,Non,Non,Non,24.11.2015,24.11.2015,2015
SI_MBR_20150924,25.11.2015,SI,Lakouetene,Nana-Gribizi,Mbres,Mbres,6.609372,19.821494,9,Violences,469,2345,Oui,Oui,Non,Non,24.09.2015,24.09.2015,2015
SI_BA1_20151110,25.11.2015,SI,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135,1,Violences,5470,27350,Oui,Non,Non,Non,10.11.2015,10.11.2015,2015
SI_BA2_20151110,25.11.2015,SI,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135,1,Violences,1200,6000,Non,Non,Non,Oui,10.11.2015,10.11.2015,2015
ACT_BEM_20151107,20.11.2015,ACTED,Béma,Mbomou,Ouango,Ouango,4.142042,22.442181,0,Catastrophe naturelle,74,366,Oui,Non,Non,Non,07.11.2015,07.11.2015,2015
ACT_NGA_20151117,20.11.2015,ACTED,Ngakobo,Ouaka,Bambari,Ngougbia,5.339652,20.730846,2,Violences,700,3500,Oui,Non,Non,Non,17.11.2015,17.11.2015,2015
SI_BAT_20151110,19.11.2015,SI,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135,0,Violences,845,4225,Oui,Non,Non,Non,10.11.2015,10.11.2015,2015
PU_BAY_20151117,18.11.2015,PU-AMI,Bayanga,Sangha-Mbaere,Bayanga,,2.901436,16.269886,2,Catastrophe naturelle,121,800,Non,Non,Oui,Non,17.11.2015,17.11.2015,2015
ACF_ASS_20151110,17.11.2015,ACF,Assoulemaka,Kemo,Mala,Mala,6.031003,19.661434,1,Violences,160,800,Oui,Non,Non,Non,10.11.2015,10.11.2015,2015
ACF_BED_20151112,17.11.2015,ACF,Bedambou,Kemo,Dekoa,Tilo,6.269261,19.326138,1,Violences,205,1023,Oui,Non,Non,Non,12.11.2015,12.11.2015,2015
ACT_GBA_20151031,16.11.2015,ACTED,Gbakoro,Basse-Kotto,Zangba,Yabongo,4.56999,20.6009,20,Violences,844,4220,Oui,Non,Non,Non,31.10.2015,31.10.2015,2015
ACT_NGA_20151111,16.11.2015,ACTED,Ngakobo,Ouaka,Bambari,Ngougbia,5.339652,20.730846,1,Violences,50,253,Oui,Non,Non,Non,11.11.2015,11.11.2015,2015
ACT_AWA_20151106,16.11.2015,ACTED,Awatche,Ouaka,Bambari,Pladama-Ouaka,5.630318,20.508512,0,Violences,0,0,Oui,Non,Non,Non,06.11.2015,06.11.2015,2015
ACT_BAM_20151109,16.11.2015,ACTED,Bambari,Ouaka,Bambari,Bambari,5.751444,20.667172,0,Violences,0,0,Oui,Non,Non,Non,09.11.2015,09.11.2015,2015
PU_MIA_20151106,11.11.2015,PU-AMI,Miamani,Bamingui-Bangoran,Ndele,Dar El Kouti,8.754661,20.000353,0,Autre,0,0,Non,Non,Oui,Non,06.11.2015,06.11.2015,2015
PU_NOL_20151106,09.11.2015,PU-AMI,Nola,Sangha-Mbaere,Nola,Nola,3.524026,16.04494,2,Catastrophe naturelle,0,0,Non,Non,Oui,Non,05.11.2015,05.11.2015,2015
SI_FAY_20150320,09.11.2015,SI,Faya 1,Nana-Gribizi,Kaga-Bandoro,Ndenga,6.756221,19.263804,5,Violences,131,655,Oui,Non,Non,Non,20.03.2015,20.03.2015,2015
ACT_OBO_20151102,05.11.2015,ACTED,Obo,Haut-Mbomou,Obo,Obo,5.403851,26.494639,2,Violences,157,785,Oui,Non,Non,Non,02.11.2015,02.11.2015,2015
ACF_MAR_20151023,05.11.2015,ACF,Marali,Ouham,Bouca,,6.038725,18.410092,1,Violences,73,365,Oui,Non,Non,Non,23.10.2015,23.10.2015,2015
ACF_BOA_20151030,05.11.2015,ACF,Boali,Ombella M'Poko,Boali,Boali,6.449601,17.34849,1,Violences,204,1019,Oui,Non,Non,Non,27.10.2015,27.10.2015,2015
SI_BOD_20151101,05.11.2015,SI,Bodjomo,Ouham,Markounda,Nana Markounda,7.418152,17.136638,4,Autre,0,0,Non,Oui,Non,Non,01.11.2015,01.11.2015,2015
PU_ADO_20151104,04.11.2015,PU-AMI,Adoumindou,Bamingui-Bangoran,Bamingui,Vassako,8.278108,20.611689,4,Violences,298,1489,Non,Non,Oui,Non,01.11.2015,01.11.2015,2015
ACT_KOU_20151014,03.11.2015,ACTED,Kouango,Ouaka,Kouango,Kouango,4.992821,19.97361,2,Violences,0,0,Oui,Non,Non,Non,14.10.2015,14.10.2015,2015
SI_KGA_20151027,29.10.2015,SI,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.990379,19.191543,1,Autre,0,0,Oui,Non,Non,Non,27.10.2015,27.10.2015,2015
ACT_WAL_20150905,20.10.2015,ACTED,Walago,Basse-Kotto,Zangba,Yabongo,4.623,20.695,0,Violences,0,0,Oui,Non,Non,Non,05.09.2015,05.09.2015,2015
ACT_KOU_20151010,20.10.2015,ACTED,Kouango,Ouaka,Kouango,Kouango,4.992821,19.97361,0,Violences,0,0,Oui,Non,Non,Non,10.10.2015,10.10.2015,2015
PU_GAM_20151010,19.10.2015,PU-AMI,Gamboula,Mambere-Kadei,Gamboula,Basse-Boumne,4.121131,15.137363,1,Violences,210,1050,Oui,Non,Non,Non,10.10.2015,10.10.2015,2015
ACT_BIA_20150924,19.10.2015,ACTED,Bianga,Ouaka,Kouango,Kouango,4.83,20.4,0,Violences,0,0,Oui,Non,Non,Non,24.09.2015,24.09.2015,2015
ACT_AWA_20150820,19.10.2015,ACTED,Awatche,Ouaka,Bambari,Pladama-Ouaka,5.630318,20.508512,0,Violences,4000,20000,Oui,Non,Non,Non,20.08.2015,20.08.2015,2015
SI_OUA_20150923,14.10.2015,SI,Ouandago 4,Nana-Gribizi,Kaga-Bandoro,Nana-Outa,7.258555,18.848758,1,Violences,187,1304,Oui,Non,Non,Non,23.09.2015,23.09.2015,2015
PU_KRA_20150909,14.10.2015,PU-AMI,Krakoma,Bamingui-Bangoran,Ndele,Mbolo-Pata,8.101935,21.28193,2,Autre,130,650,Non,Oui,Non,Non,08.09.2015,08.09.2015,2015
PU_DIL_20150720,22.09.2015,PU-AMI,Dilapoko,Mambere-Kadei,Gamboula,Basse-Boumne,4.36372,15.09166,2,Violences,420,2500,Oui,Non,Non,Non,20.08.2015,20.08.2015,2015
ACT_RAF_20150908,22.09.2015,ACTED,Rafai,Mbomou,Rafai,Rafai,4.969394,23.933396,1,Violences,50,250,Non,Non,Non,Oui,08.09.2015,08.09.2015,2015
ACT_MAN_20150908,15.09.2015,ACTED,Manoeuvre,Basse-Kotto,Zangba,Yabongo,4.433675,20.752234,0,Violences,36,180,Oui,Non,Non,Non,08.09.2015,08.09.2015,2015
ACT_GBA_20150903,15.09.2015,ACTED,Gbakoro,Basse-Kotto,Zangba,Yabongo,4.56999,20.6009,0,Violences,0,0,Oui,Non,Non,Non,03.09.2015,03.09.2015,2015
ACT_BAN_20150904,15.09.2015,ACTED,Bangao,Ouaka,Kouango,Azengue-Mindou,5.27188,20.17845,0,Violences,0,0,Oui,Non,Non,Non,04.09.2015,04.09.2015,2015
PU_AMA_20150902,14.09.2015,PU-AMI,Amada Gaza,Mambere-Kadei,Amada-Gaza,,4.768658,15.209111,3,Violences,513,2565,Oui,Oui,Non,Non,02.09.2015,02.09.2015,2015
DRC_BED_20150804,14.09.2015,DRC,Bedam,Ouham Pende,Paoua,Mia-Pende,7.696461,16.521117,2,Violences,0,0,Oui,Oui,Non,Non,04.08.2015,04.08.2015,2015
PU_KOM_20150903,08.09.2015,PU-AMI,Komasssa,Sangha-Mbaere,Nola,Nola,3.654226,15.875968,2,Autre,300,1500,Oui,Oui,Non,Non,03.09.2015,03.09.2015,2015
ACF_MAL_20150904,08.09.2015,ACF,Mala,Kemo,Mala,Mala,7.465359,18.202594,5,Violences,138,828,Non,Non,Oui,Non,04.09.2015,04.09.2015,2015
ACTED_KPA_20150829,01.09.2015,ACTED,Kpadou,Basse-Kotto,Kembe,Mboui,4.517831,21.262662,5,Autre,184,920,Non,Non,Oui,Non,29.08.2015,29.08.2015,2015
PU_YAM_20150826,31.08.2015,PU-AMI,Yamatchoké,Sangha-Mbaere,Nola,,3.457325,15.504203,1,Violences,40,200,Non,Oui,Non,Non,26.08.2015,26.08.2015,2015
