AlerteID,DateCreated,Partner,OCHA_village_v2,Prefecture,SousPrefecture,Commune,Latitude,Longitude,Nb_localites_affectes,Nature_choc,Pop_affectee_menages,Pop_affectee_individus,Pop_affectee_Deplaces,Pop_affectee_Retours,Pop_affectee_Communaute_hote,Pop_affectee_Autre,startDate,endDate,year
SOL_KAB_20180827,28.08.2018,SI,Kabo,Ouham,Kabo,Sido,7.689,18.622999,1,Violences,1000,5000,Non,Non,Oui,Non,28.08.2018,28.08.2018,2018
ACT_BRI_20180810,27.08.2018,ACTED,Ira banda,Haute-Kotto,Bria,Daho-Mboutou,5.949739,22.070482,5,Violences,,,Oui,Non,Non,Non,27.08.2018,27.08.2018,2018
ACT_ZAB_20180823,27.08.2018,ACTED,Zabe,Mbomou,Bakouma,Bakouma,5.8664,22.2246,,Violences,270,1347,Oui,Non,Oui,Non,27.08.2018,27.08.2018,2018
ACF_NAS _20180816,22.08.2018,ACF,Nassole,Mambere-Kadei,Berberati,Ouakanga,4.2585,15.3752,11,Violences,400,2000,Oui,Non,Non,Non,22.08.2018,22.08.2018,2018
SOL_KAK_20190304,18.08.2018,ACTED,Mboki,Haut-Mbomou,Obo,Mboki,5.3096,25.9382,1,Autre,,,Oui,Oui,Oui,Oui,18.08.2018,18.08.2018,2018
ACT_NGO_20180816,18.08.2018,ACTED,Ngolomanda,Ouaka,Ippy,Ippy,6.346791,21.280275,1,Violences,,,Non,Non,Oui,Non,18.08.2018,18.08.2018,2018
SOL_SCI_20180810,10.08.2018,SI,Mboussa,Nana-Gribizi,Mbres,Mbres,6.492762,19.856198,1,Violences,,,Oui,Non,Non,Non,03.08.2018,03.08.2018,2018
SOL_DER_20180810,10.08.2018,SI,Mbata,Nana-Gribizi,Kaga-Bandoro,Ndenga,6.672326,19.44882,1,Violences,,,Oui,Non,Non,Non,03.08.2018,03.08.2018,2018
ACF_GAM _20180723,31.07.2018,ACF,Gamboula,Mambere-Kadei,Gamboula,Basse-Boumne,4.1222,15.109916,13,Violences,887,4436,Oui,Non,Non,Non,17.07.2018,17.07.2018,2018
ACT_POM_20180727,31.07.2018,ACTED,Pombolo,Mbomou,Gambo,Gambo,4.680385,22.002106,1,Violences,,,Non,Non,Oui,Non,17.07.2018,17.07.2018,2018
ACT_BAK_20180727,31.07.2018,ACTED,Bakala,Ouaka,Bakala,Koudou-Bego,6.193155,20.388232,1,Autre,,,Non,Non,Oui,Non,26.07.2018,26.07.2018,2018
ACF_KOU _20180727,31.07.2018,ACF,Geodi 2,Ouham Pende,Koui,Koui,6.934899,15.45952,2,Autre,645,3225,Non,Oui,Non,Non,07.05.2018,07.05.2018,2018
ACT_MBA_20180724,25.07.2018,ACTED,Mbata 1,Ouaka,Kouango,Azengue-Mindou,5.393533,20.131804,2,Violences,,,Non,Non,Oui,Non,21.07.2018,21.07.2018,2018
SOL_KAB_20180716,23.07.2018,SI,Kabo,Ouham,Kabo,,7.6946,18.6215,3,Violences,113,593,Oui,Non,Non,Non,03.06.2018,03.06.2018,2018
SOL_MBR_20180628,03.07.2018,SI,Kangou,Nana-Gribizi,Mbres,Mbres,6.669258,19.635924,5,Violences,,,Oui,Non,Non,Non,21.06.2018,21.06.2018,2018
ACF_BED_20180626,26.06.2018,ACF,Bedaya 1,Ouham Pende,Paoua,Bah-Bessar,7.462962,16.501871,6,Autre,1180,5900,Non,Oui,Non,Non,02.04.2018,02.04.2018,2018
ACF_BEM_20180626,26.06.2018,ACF,Bedi,Ouham Pende,Paoua,Bah-Bessar,7.51672,16.522195,1,Autre,,,Non,Oui,Non,Non,02.04.2018,02.04.2018,2018
ACT_GBA_20180622,22.06.2018,ACTED,Gbabo,Haute-Kotto,Bria,,6.4011,22.0013,2,Violences,,,Non,Non,Oui,Non,20.06.2018,20.06.2018,2018
SOL_MBI_20180612,19.06.2018,SI,Mbata,Nana-Gribizi,Kaga-Bandoro,Ndenga,6.672326,19.44882,1,Violences,250,1250,Non,Non,Oui,Non,06.06.2018,06.06.2018,2018
SOL_BOL_20180612,19.06.2018,SI,Banda,Ouham,Batangafo,Ouassi,7.044824,18.349792,3,Violences,,,Oui,Non,Non,Non,01.05.2018,01.05.2018,2018
SOL_OUO_20180613,19.06.2018,SI,Ouogo Centre,Ouham,Batangafo,Bakassa,7.53957,17.762112,1,Violences,1200,6000,Non,Oui,Non,Non,30.04.2018,30.04.2018,2018
SOL_BAN_20180607,12.06.2018,SI,Bangui,Bangui,Bangui,Bangui,4.361967,18.586637,1,Autre,14550,14550,Non,Non,Oui,Non,11.06.2018,11.06.2018,2018
ACT_BAM_20180609,12.06.2018,ACTED,,Ouaka,Bambari,Bambari,5.751444,20.667172,1,Violences,,,Non,Non,Oui,Non,30.05.2018,30.05.2018,2018
SOL_MAR_20180529,29.05.2018,SI,Kozoro 2,Ouham,Bouca,Lady Gbawi,6.833451,18.505882,1,Violences,1053,5000,Non,Non,Oui,Non,22.05.2018,22.05.2018,2018
ACF_BOD_20180524,25.05.2018,ACF,Bakaba,Ouham,Markounda,Nana Markounda,7.312322,17.219096,5,Autre,500,2500,Non,Oui,Non,Non,23.05.2018,23.05.2018,2018
ACT_BAM_20180515,16.05.2018,ACTED,,Ouaka,Bambari,Bambari,5.751444,20.667172,1,Violences,,,Non,Non,Oui,Non,14.05.2018,14.05.2018,2018
ACT_OUA_20180514,14.05.2018,ACTED,Ouazzoua,Mbomou,Ouango,Ouango,4.273589,22.4272,2,Violences,,,Oui,Non,Non,Non,11.05.2018,11.05.2018,2018
ACF_GOU_20180511,12.05.2018,ACF,Gouze,Ouham Pende,Paoua,Banh,7.05699,16.369279,2,Autre,1434,7171,Non,Oui,Non,Non,15.01.2018,15.01.2018,2018
ACF_GAD_20180509,12.05.2018,ACF,Kpetene,Ouham Pende,Paoua,Paoua,7.206806,16.317528,1,Violences,160,800,Non,Oui,Non,Non,25.04.2018,25.04.2018,2018
ACF_KOR_20180508,12.05.2018,ACF,Boya,Ouham Pende,Paoua,Nana-Barya,7.267455,16.719336,1,Autre,180,900,Non,Oui,Non,Non,15.05.2018,15.05.2018,2018
SOL_KAB_20180508,10.05.2018,SI,Kabo,Ouham,Kabo,,7.6946,18.6215,1,Autre,200,1000,Non,Non,Oui,Non,30.04.2018,30.04.2018,2018
ACT_DOD_20180430,04.05.2018,ACTED,Dode,Ouaka,Bakala,Koudou-Bego,6.4,20.38823,1,Violences,,,Oui,Non,Non,Non,27.04.2018,27.04.2018,2018
ACF_NGB_20180503,03.05.2018,ACF,Ngbama,Ouham Pende,Ngaoundaye,Kodi,7.265713,15.532949,1,Catastrophe naturelle,120,600,Non,Non,Oui,Non,26.04.2018,26.04.2018,2018
ACF_BOS_20180424,27.04.2018,ACF,Geodi 2,Ouham Pende,Koui,Koui,6.935204,15.467452,5,Autre,395,1974,Non,Oui,Non,Non,20.12.2017,20.12.2017,2018
SOL_LAZ_20180421,23.04.2018,SI,Bomango,Nana-Gribizi,Kaga-Bandoro,,5.911797,15.40827,2,Violences,350,1798,Oui,Non,Non,Non,19.04.2018,19.04.2018,2018
SOL_OUO_20180423,23.04.2018,SI,Ouogo Centre,Ouham,Batangafo,Bakassa,7.53957,17.762112,1,Autre,500,2500,Non,Oui,Non,Non,19.04.2018,19.04.2018,2018
ACT_ALI_20180420,20.04.2018,ACTED,Tagbale,Basse-Kotto,Alindao,Alindao,4.96836,21.316256,6,Violences,,4000,Oui,Non,Non,Non,08.02.2018,08.02.2018,2018
ACT_DIM_20180419,19.04.2018,ACTED,Dimbi,Basse-Kotto,Kembe,Kembe,4.624735,21.72028,1,Violences,,1300,Oui,Non,Non,Non,11.04.2018,11.04.2018,2018
ACF_BOK_20180416,17.04.2018,ACF,Bokayan,Ouham Pende,Bozoum,Birvan-Bole,6.572588,15.63843,1,Catastrophe naturelle,,,Non,Non,Oui,Non,15.04.2018,15.04.2018,2018
SOL_DOU_20180403,17.04.2018,SI,Doukoumbe 1,Nana-Gribizi,Kaga-Bandoro,Botto,6.957014,19.036967,9,Autre,1334,8007,Non,Oui,Non,Non,31.03.2018,31.03.2018,2018
ACF_BAB_20180403,10.04.2018,ACF,Baboua,Nana-Mambere,Baboua,,5.806589,14.832919,1,Catastrophe naturelle,15,147,Non,Non,Oui,Non,01.04.2018,01.04.2018,2018
ACF_BOK_20180408,10.04.2018,ACF,Boboro,Ouham Pende,Bocaranga,Loura,7.049204,15.956109,1,Violences,100,500,Non,Non,Oui,Non,04.04.2018,04.04.2018,2018
ACF_TOU_20180408,10.04.2018,ACF,Kate,Ouham Pende,Ngaoundaye,Yeme,7.061922,15.888032,1,Autre,674,3370,Oui,Oui,Non,Non,31.12.2017,31.12.2017,2018
ACF_MAI_20180402,02.04.2018,ACF,Maitikoulou,Ouham,Markounda,Nana Markounda,7.925992,17.625642,1,Violences,2032,9565,Oui,Non,Non,Oui,27.03.2018,27.03.2018,2018
ACF_BON_20180326,27.03.2018,ACF,Bondoro-Kota,Ouham,Markounda,Nana Markounda,7.029308,17.071644,3,Violences,479,2395,Non,Non,Oui,Non,24.03.2018,24.03.2018,2018
ACT_RAF_20180326,26.03.2018,ACTED,Rafai,Mbomou,Rafai,Rafai,4.969394,23.933396,1,Violences,,,Non,Non,Oui,Non,02.03.2018,02.03.2018,2018
ACT_YAL_20180324,26.03.2018,ACTED,Yalinga,Haute-Kotto,Yalinga,Yalinga,6.508073,23.259816,2,Violences,,,Non,Non,Oui,Non,19.03.2018,19.03.2018,2018
ACT_TAG_20180321,21.03.2018,ACTED,Gpt Tagbara,Ouaka,Bambari,Haute Baidou,5.933953,21.162894,1,Violences,,,Non,Non,Oui,Non,20.03.2018,20.03.2018,2018
ACF_KAM_20171226,13.03.2018,ACF,Kambakota,Ouham,Batangafo,,7.166443,17.871756,,Violences,,,Non,Non,Oui,Non,20.12.2017,20.12.2017,2018
SOL_SOM_20180228,12.03.2018,SI,Somboke,Nana-Gribizi,Kaga-Bandoro,Ndenga,6.527232,19.114448,4,Autre,1704,8522,Non,Non,Oui,Non,08.02.2018,08.02.2018,2018
SOL_NGO_20180228,12.03.2018,SI,Ouandago 4,Nana-Gribizi,Kaga-Bandoro,Nana-Outa,7.149461,18.979344,2,Violences,486,2431,Non,Non,Oui,Non,24.02.2018,24.02.2018,2018
SOL_BAT_20180302,12.03.2018,SI,Batangafo,Ouham,Batangafo,,7.300987,18.285135,1,Violences,200,1000,Oui,Non,Non,Non,24.02.2018,24.02.2018,2018
ACF_KOR_20180226,28.02.2018,ACF,Korozian,Ouham Pende,Paoua,Nana-Barya,7.294545,16.673503,4,Violences,,,Oui,Non,Non,Non,21.02.2018,21.02.2018,2018
ACF_DAT_20180129,19.02.2018,ACF,Doua,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,4.768658,15.209111,1,Autre,,,Oui,Non,Non,Non,25.01.2018,25.01.2018,2018
ACF_VAK_20180219,19.02.2018,ACF,Vakap,Nana-Mambere,Bouar,Herman-Brousse,6.160218,15.542249,4,Autre,267,1335,Non,Oui,Non,Non,01.01.2018,01.01.2018,2018
SOL_OUA_20180215,15.02.2018,SI,Ouanga,Nana-Gribizi,Kaga-Bandoro,Grivai-Pamia,7.013593,19.730502,4,Violences,680,3400,Non,Oui,Oui,Non,01.02.2018,01.02.2018,2018
SOL_SID_20180203,13.02.2018,SI,Moyenne Sido,Ouham,Kabo,,8.215139,18.711362,1,Autre,250,982,Non,Oui,Non,Non,05.02.2018,05.02.2018,2018
ACF_KAO_20180120,29.01.2018,ACF,Kaoli,Ouham Pende,Ngaoundaye,,7.3019,15.845,1,Violences,,,Oui,Non,Non,Non,17.01.2018,17.01.2018,2018
SOL_ZEF_20180118,24.01.2018,SI,Zefio,Nana-Gribizi,Kaga-Bandoro,,6.994852,19.149206,5,Autre,350,1750,Non,Oui,Non,Non,01.01.2018,01.01.2018,2018
ACF_GAM_20171207,16.01.2018,ACF,Soroma,Mambere-Kadei,Gamboula,Basse-Boumne,4.242549,15.306264,3,Violences,0,0,Oui,Non,Non,Non,07.12.2017,07.12.2017,2017
ACT_BOY_20180112,12.01.2018,ACTED,Boyo,Lobaye,,,4.389415,17.317474,3,Violences,,,Oui,Non,Non,Non,01.12.2017,01.12.2017,2018
ACT_YAM_20180108,09.01.2018,ACTED,Boy-Kette,Basse-Kotto,Alindao,,5.412919,21.14895,4,Violences,,,Non,Non,Oui,Non,12.12.2017,12.12.2017,2018
ACF_MBO_20180105,06.01.2018,ACF,Ndim-Pana,Ouham Pende,Ngaoundaye,Dilouki,7.348058,15.74641,1,Violences,0,0,Oui,Non,Non,Non,03.01.2018,03.01.2018,2018
ACF_PAO_20171230,06.01.2018,ACF,Bémal,Ouham Pende,Paoua,,7.581004,16.608834,6,Violences,200,1000,Non,Non,Oui,Non,27.12.2017,27.12.2017,2018
ACF_MAR_20180103,06.01.2018,ACF,Markounda,Ouham,Markounda,Nana Markounda,7.61732,16.966936,1,Violences,,,Non,Non,Oui,Non,02.01.2018,02.01.2018,2018
SOL_GOF_20180101,01.01.2018,SI,Gofo-Village,Ouham,Batangafo,,7.340993,18.343247,3,Violences,13,65,Oui,Non,Non,Non,29.12.2017,29.12.2017,2018
SI_KAM_20171226,26.12.2017,SI,Kambakota,Ouham,Batangafo,,7.166443,17.871756,0,Violences,0,0,Non,Non,Oui,Non,20.12.2017,20.12.2017,2018
ACT_POM_20171224,24.12.2017,ACTED,Pombolo,Mbomou,Gambo,,4.680385,22.002106,1,Violences,0,0,Oui,Non,Non,Non,20.12.2017,20.12.2017,2018
ACT_NDA_20171219,19.12.2017,ACTED,Ndassima,Ouaka,Bambari,Haute Baidou,6.157919,20.792273,0,Violences,0,0,Oui,Non,Non,Non,09.12.2017,09.12.2017,2017
SI_MBR_20171218,19.12.2017,SI,Mbres,Nana-Gribizi,Mbres,Mbres,6.667027,19.799937,4,Violences,1600,0,Non,Non,Oui,Non,17.12.2017,17.12.2017,2017
ACT_ATO_20171212,14.12.2017,ACTED,Atongo-Bakari,Ouaka,Ippy,,5.81522,21.594958,0,Autre,0,0,Non,Oui,Non,Non,01.10.2017,01.10.2017,2017
SI_NDO_20171208,11.12.2017,SI,Ndomete,Nana-Gribizi,Kaga-Bandoro,Ndenge,6.905579,19.189663,7,Violences,596,0,Non,Oui,Non,Non,08.12.2017,08.12.2017,2017
SI_KOT_20171208,08.12.2017,SI,Kotagoumbe,Nana-Gribizi,Kaga-Bandoro,Grivai-Pamia,7.090194,19.24079,6,Autre,1163,0,Non,Oui,Oui,Non,08.12.2017,08.12.2017,2017
ACT_IPP_20171204,05.12.2017,ACTED,Ippy,Ouaka,Ippy,Ippy,6.260115,21.1966,1,Violences,0,0,Non,Non,Oui,Non,03.12.2017,03.12.2017,2017
ACF_PAO_20171129,05.12.2017,ACF,Paoua,Ouham Pende,Paoua,Paoua,7.245206,16.434175,1,Violences,0,2000,Oui,Non,Non,Non,29.11.2017,29.11.2017,2017
ACT_BRI_20171115,28.11.2017,ACTED,Bria,Haute-Kotto,Bria,Samba-Boungou,6.537415,21.991405,0,Violences,0,0,Non,Non,Oui,Non,15.11.2017,15.11.2017,2017
SI_CHU_20171117,22.11.2017,SI,Chute Nana,Nana-Gribizi,Kaga-Bandoro,Ndenga,6.921111,19.135,1,Autre,125,0,Non,Oui,Non,Non,17.11.2017,17.11.2017,2017
ACT_DEM_20171120,21.11.2017,ACTED,Dembia,Mbomou,Rafai,Rafai,5.109827,24.461078,0,Violences,0,0,Non,Non,Oui,Non,20.11.2017,20.11.2017,2017
ACF_NIE_20171114,14.11.2017,ACF,Niem,Nana-Mambere,Bouar,Niem-Yelewa,6.198608,15.230062,1,Autre,200,1000,Non,Oui,Oui,Non,14.11.2017,14.11.2017,2017
ACF_BOS_20171114,14.11.2017,ACF,Bossangoa,Ouham,Bossangoa,Bossangoa,7.166443,17.871756,5,Violences,445,2224,Oui,Non,Non,Non,14.11.2017,14.11.2017,2017
SI_BOT_20171107,07.11.2017,SI,Botto,Nana-Gribizi,Kaga-Bandoro,Botto,6.975222,19.100667,7,Autre,700,3500,Non,Oui,Non,Non,07.11.2017,07.11.2017,2017
ACF_NZA_20171030,31.10.2017,ACF,Nzakoun,Ouham Pende,Ngaoundaye,Lim,7.40367,15.667978,5,Violences,400,2000,Non,Oui,Oui,Non,31.10.2017,31.10.2017,2017
SI_BAM_20171030,30.10.2017,SI,Bamatara,Nana-Gribizi,Kaga-Bandoro,Botto,6.842788,19.21151,1,Violences,488,0,Non,Oui,Non,Non,30.10.2017,30.10.2017,2017
SI_SAR_20171024,25.10.2017,SI,Saragba-Borokota,Ouham,Batangafo,Batangafo,7.321402,18.231168,1,Violences,0,0,Oui,Non,Non,Oui,24.10.2017,24.10.2017,2017
ACT_POM_20171018,19.10.2017,ACTED,Pombolo,Mbomou,Gambo,Gambo,4.680385,22.002106,1,Violences,0,0,Oui,Non,Non,Non,17.10.2017,17.10.2017,2017
ACT_ALI_20171018,19.10.2017,ACTED,Alindao,Basse-Kotto,Alindao,Alindao,5.042049,21.214987,1,Violences,0,0,Oui,Non,Non,Non,18.10.2017,18.10.2017,2017
ACT_KEM_20171013,16.10.2017,ACTED,Kembe,Basse-Kotto,Kembe,Kembe,4.614079,21.890037,3,Violences,0,0,Oui,Non,Non,Non,13.10.2017,13.10.2017,2017
ACT_AMA_20171003,10.10.2017,ACTED,Amani,Mbomou,Gambo,Gambo,4.652996,21.980192,4,Violences,0,0,Oui,Non,Non,Non,29.09.2017,29.09.2017,2017
ACT_KEM_20170925,26.09.2017,ACTED,Kembe,Basse-Kotto,Kembe,Kembe,4.614079,21.890037,2,Violences,0,0,Oui,Non,Non,Non,20.09.2017,20.09.2017,2017
ACF_BOC_20170924,26.09.2017,ACF,Bocaranga,Ouham Pende,Koui,Koui,6.983292,15.646215,1,Violences,0,0,Oui,Non,Non,Non,24.09.2017,24.09.2017,2017
ACT_KAB_20170919,19.09.2017,ACTED,Nzelete,Basse-Kotto,Alindao,Bangui-Kette,5.115175,21.055918,4,Violences,0,0,Oui,Non,Non,Non,11.09.2017,11.09.2017,2017
SI_NGO_20170919,19.09.2017,SI,Ngonikira,Ouham,Kabo,Ouaki,7.571903,18.516644,8,Violences,63,0,Oui,Non,Non,Non,19.09.2017,19.09.2017,2017
ACF_NGA_20170831,16.09.2017,ACF,Ngaoundaye 2,Ouham Pende,Ngaoundaye,Lim,7.480367,15.547281,1,Violences,831,4154,Non,Oui,Non,Non,31.08.2017,31.08.2017,2017
SI_KAB_20170913,14.09.2017,SI,Kabo,Ouham,Kabo,Sido,7.697565,18.629944,4,Catastrophe naturelle,759,0,Non,Oui,Oui,Oui,13.09.2017,13.09.2017,2017
ACF_BOU_20170912,12.09.2017,ACF,Bouca,Ouham,Bouca,Bouca Bobo,6.502576,18.279259,0,Violences,0,0,Non,Non,Oui,Non,12.09.2017,12.09.2017,2017
ACF_VAK_20170910,11.09.2017,ACF,Vakap,Nana-Mambere,Bouar,Herman-Brousse,6.160218,15.542249,1,Violences,0,0,Oui,Non,Non,Non,10.09.2017,10.09.2017,2017
ACT_POM_20170904,05.09.2017,ACTED,Pombolo,Mbomou,Gambo,Gambo,4.680385,22.002106,1,Violences,150,800,Oui,Non,Non,Non,28.08.2017,28.08.2017,2017
ACT_KON_20170905,05.09.2017,ACTED,Kongbo,Basse-Kotto,Alindao,Bakou,4.772754,21.36464,1,Violences,1150,6300,Oui,Non,Non,Non,24.08.2017,24.08.2017,2017
ACT_NIA_20170714,01.09.2017,ACTED,Niakari,Mbomou,Bangassou,Sayo Niakari,4.838819,22.753196,2,Violences,0,0,Oui,Non,Non,Non,03.07.2017,03.07.2017,2017
ACF_NIE_20170831,31.08.2017,ACF,Niem,Nana-Mambere,Bouar,Niem-Yelewa,6.198608,15.230062,5,Violences,0,0,Oui,Non,Non,Non,31.08.2017,31.08.2017,2017
ACF_SGR_20170827,29.08.2017,ACF,Sanguere 3,Ouham Pende,Koui,Koui,6.966833,15.337074,3,Violences,0,0,Non,Non,Oui,Non,27.08.2017,27.08.2017,2017
ACF_YEL_20170823,23.08.2017,ACF,Begon,Nana-Mambere,Bouar,Niem-Yelewa,6.103079,15.316728,2,Violences,0,0,Non,Non,Non,Oui,23.08.2017,23.08.2017,2017
ACT_ZEM_20170817,21.08.2017,ACTED,Zemio,Haut-Mbomou,Zemio,Zemio,5.024257,25.129423,1,Violences,0,0,Oui,Non,Non,Non,17.08.2017,17.08.2017,2017
ACT_KAD_20170818,21.08.2017,ACTED,Kadjema,Haut-Mbomou,Obo,Obo,5.247928,26.186135,1,Violences,0,0,Oui,Non,Non,Non,18.08.2017,18.08.2017,2017
ACT_BEM_20170808,10.08.2017,ACTED,Béma,Mbomou,Ouango,Ouango,4.142042,22.442181,1,Violences,0,0,Oui,Non,Non,Non,09.08.2017,09.08.2017,2017
ACT_OUA_20170808,10.08.2017,ACTED,Ouango,Mbomou,Gambo,Ngandou,4.318443,22.079844,1,Violences,0,0,Oui,Non,Non,Non,09.08.2017,09.08.2017,2017
ACT_GAM_20170804,08.08.2017,ACTED,Gambo,Mbomou,Gambo,Gambo,4.654362,22.27093,1,Violences,0,0,Non,Non,Oui,Non,03.08.2017,03.08.2017,2017
ACT_BAN_20170804,08.08.2017,ACTED,Bangassou-Nzakaba,Haut-Mbomou,Zemio,Zemio,5.202966,25.182846,1,Violences,0,0,Oui,Non,Non,Non,03.08.2017,03.08.2017,2017
ACF_FER_20170623,07.08.2017,ACF,Liby Wongo,Ombella M'Poko,Damara,Damara,5.247985,18.950966,2,Violences,0,0,Oui,Oui,Non,Non,23.06.2017,23.06.2017,2017
ACF_BOR_20170801,02.08.2017,ACF,Boria,Ouham,Nangha Boguila,Nangha Boguila,7.184125,16.840836,1,Violences,160,800,Oui,Non,Non,Non,01.08.2017,01.08.2017,2017
SI_FAR_20170802,02.08.2017,SI,Farazala,Ouham,Kabo,Ouaki,7.383994,18.747848,6,Autre,150,0,Oui,Non,Non,Non,02.08.2017,02.08.2017,2017
ACT_ASS_20170726,01.08.2017,ACTED,Assa,Ouham,Bossangoa,Ndoro Mboli,6.747506,17.313288,1,Violences,0,0,Oui,Non,Non,Non,23.07.2017,23.07.2017,2017
ACF_NDI_20170711,01.08.2017,ACF,Ndim,Ouham Pende,Ngaoundaye,Dilouki,7.254,15.769,3,Violences,80,0,Oui,Non,Non,Non,11.07.2017,11.07.2017,2017
SI_BAT_20170731,01.08.2017,SI,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135,1,Violences,0,0,Oui,Non,Non,Non,31.07.2017,31.07.2017,2017
ACT_NGA_20170722,24.07.2017,ACTED,Kongbo,Basse-Kotto,Alindao,Bakou,4.772754,21.36464,1,Violences,0,0,Oui,Non,Non,Non,16.07.2017,16.07.2017,2017
ACT_DEM_20170718,19.07.2017,ACTED,Dembia,Mbomou,Rafai,Rafai,5.109916,24.47703,1,Violences,204,688,Oui,Non,Non,Non,15.07.2017,15.07.2017,2017
SI_MAR_20170713,17.07.2017,SI,Mbres,Nana-Gribizi,Mbres,Mbres,6.667027,19.799937,1,Violences,0,0,Oui,Oui,Non,Non,13.07.2017,13.07.2017,2017
ACF_NGA_20170712,12.07.2017,ACF,Ngaoundaye,Ouham Pende,Ngaoundaye,Mbili,6.985813,15.258225,2,Violences,0,0,Oui,Non,Non,Non,11.07.2017,11.07.2017,2017
ACT_PAV_20170630,11.07.2017,ACTED,Pavica 3,Basse-Kotto,Alindao,Guiligui,4.939969,21.315326,0,Violences,0,3000,Oui,Non,Non,Non,28.06.2017,28.06.2017,2017
ACT_OBO_20170711,11.07.2017,ACTED,Obo,Haut-Mbomou,Obo,Obo,5.403851,26.494639,2,Violences,322,1500,Oui,Non,Non,Non,26.06.2017,26.06.2017,2017
ACF_PAO_20170707,10.07.2017,ACF,Paoua,Ouham Pende,Paoua,Paoua,7.245206,16.434175,4,Violences,0,0,Oui,Non,Non,Non,07.07.2017,07.07.2017,2017
ACT_BAN_20170608,04.07.2017,ACTED,Bangassou,Mbomou,Bangassou,,4.740092,22.822237,1,Violences,0,0,Non,Non,Oui,Non,08.06.2017,08.06.2017,2017
ACT_ZEM_20170628,04.07.2017,ACTED,Zemio,Haut-Mbomou,Zemio,Zemio,5.024257,25.129423,1,Violences,0,0,Non,Non,Oui,Non,28.06.2017,28.06.2017,2017
ACT_TAB_20170621,04.07.2017,ACTED,Tabane,Haut-Mbomou,Zemio,Zemio,5.103722,24.939847,2,Violences,0,0,Non,Non,Oui,Non,21.06.2017,21.06.2017,2017
SI_KPO_20170629,30.06.2017,SI,Kpokpo,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,7.015249,19.152826,5,Violences,0,0,Oui,Non,Non,Non,29.06.2017,29.06.2017,2017
ACF_DEK_20170623,27.06.2017,ACF,Dékoa,Kemo,Dekoa,Dekoa,6.518772,19.118972,0,Violences,0,0,Non,Oui,Non,Non,28.06.2017,28.06.2017,2017
ACF_SAN_20170627,27.06.2017,ACF,Sangare lim,Ouham Pende,Koui,Koui,6.950599,15.358343,0,Violences,0,0,Non,Oui,Oui,Non,29.06.2017,29.06.2017,2017
ACF_NDI_20170623,27.06.2017,ACF,Ndim,Ouham Pende,Ngaoundaye,Dilouki,7.254,15.769,0,Violences,0,0,Oui,Non,Non,Non,23.06.2017,23.06.2017,2017
ACT_NZA_20170606,12.06.2017,ACTED,Bakouma,Mbomou,Bakouma,Bakouma,5.711727,22.78416,1,Violences,0,0,Non,Non,Oui,Non,06.06.2017,06.06.2017,2017
ACT_BAK_20170612,12.06.2017,ACTED,Nzako,Mbomou,Bakouma,Bakouma,6.137611,22.864256,2,Violences,0,0,Non,Non,Oui,Non,11.06.2017,11.06.2017,2017
ACT_GBA_20170520,30.05.2017,ACTED,Gbadalao,Basse-Kotto,Mobaye,Mbeima,4.674225,21.142696,0,Violences,0,0,Non,Non,Oui,Non,17.05.2017,17.05.2017,2017
ACT_BAN_20170518,30.05.2017,ACTED,Banangui,Haut-Mbomou,Zemio,Zemio,5.550962,25.23299,1,Violences,0,0,Oui,Non,Non,Non,17.05.2017,17.05.2017,2017
ACT_BRI_20170517,24.05.2017,ACTED,Bria,Haute-Kotto,Bria,Samba-Boungou,6.537415,21.991405,1,Violences,0,42000,Oui,Non,Non,Non,17.05.2017,17.05.2017,2017
ACF_BOG_20170523,23.05.2017,ACF,Boguila,Ouham,Nangha Boguila,Nangha Boguila,5.075341,15.950901,1,Violences,0,0,Non,Non,Oui,Non,20.05.2017,20.05.2017,2017
ACF_TOU_20170518,18.05.2017,ACF,Touloulou,Ouham Pende,Ngaoundaye,Yeme,7.061922,15.888032,1,Violences,0,0,Oui,Non,Non,Non,17.05.2017,17.05.2017,2017
ACT_BAN_20170513,16.05.2017,ACTED,Bangassou,Mbomou,Bangassou,,4.740092,22.822237,1,Violences,0,0,Oui,Non,Non,Non,13.05.2017,13.05.2017,2017
SI_MBE_20170425,10.05.2017,SI,Gribinguie 2,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,7.003611,19.19667,1,Autre,100,500,Oui,Oui,Non,Non,25.04.2017,25.04.2017,2017
ACT_ALI_20170509,09.05.2017,ACTED,Alindao,Basse-Kotto,Alindao,Alindao,5.042049,21.214987,1,Violences,4000,20000,Non,Non,Oui,Non,08.05.2017,08.05.2017,2017
ACF_Dek_20170330,09.05.2017,ACF,Dékoa,Kemo,Dekoa,Dekoa,6.518772,19.118972,1,Violences,36,187,Oui,Non,Non,Non,30.03.2017,30.03.2017,2017
ACT_DIM_20170426,08.05.2017,ACTED,Dimbi,Basse-Kotto,Kembe,Kembe,4.624735,21.72028,2,Violences,290,1450,Oui,Non,Non,Non,26.04.2017,26.04.2017,2017
